0,0,0
0,0,0
84,530,0
0,0,0
84,490,0
301,470,0
4,510,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
27,510,0
106,550,0
63,550,0
69,510,0
0,0,0
0,0,0
0,0,0
36,530,0
92,530,0
0,0,0
126,550,0
138,450,0
0,0,0
115,510,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
10,530,0
139,490,0
0,0,0
189,450,0
0,0,0
0,0,0
0,0,0
173,550,0
0,0,0
0,0,0
0,0,0
161,470,0
0,0,0
172,550,0
0,0,0
0,0,0
377,510,0
369,530,0
0,0,0
391,450,0
0,0,0
399,490,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
31,490,0
0,0,0
0,0,0
372,470,0
0,0,0
0,0,0
338,450,0
395,450,0
0,0,0
197,470,0
0,0,0
0,0,0
0,0,0
0,0,0
177,510,0
359,510,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
275,550,0
0,0,0
0,0,0
0,0,0
0,0,0
39,470,0
0,0,0
0,0,0
0,0,0
0,0,0
254,450,0
0,0,0
0,0,0
0,0,0
0,0,0
331,450,0
0,0,0
0,0,0
222,510,0
0,0,0
0,0,0
66,510,0
0,0,0
0,0,0
186,490,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
101,510,0
36,510,0
0,0,0
144,550,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
193,450,0
0,0,0
307,530,0
0,0,0
0,0,0
85,490,0
230,510,0
0,0,0
0,0,0
0,0,0
0,0,0
182,550,0
185,530,0
0,0,0
0,0,0
231,470,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
371,530,0
0,0,0
0,0,0
0,0,0
25,470,0
0,0,0
0,0,0
0,0,0
144,490,0
0,0,0
279,490,0
0,0,0
0,0,0
0,0,0
232,510,0
98,550,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
297,530,0
0,0,0
0,0,0
176,510,0
0,0,0
